Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
muazzin,muezzin.n.01,noun.person,n,the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,[],official,,N
mubarak,mubarak.n.01,noun.person,n,Egyptian statesman who became president in 1981 after Sadat was assassinated (born in 1929),[],statesman,,PPN
muckraker,muckraker.n.01,noun.person,n,one who spreads real or alleged scandal about another (usually for political advantage),[],one,,N
mud_digger,ditch_digger.n.01,noun.person,n,a laborer who digs ditches,[],laborer,,N
mudslinger,muckraker.n.01,noun.person,n,one who spreads real or alleged scandal about another (usually for political advantage),[],one,,N
muezzin,muezzin.n.01,noun.person,n,the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day,[],official,,N
muffin_man,muffin_man.n.01,noun.person,n,formerly an itinerant peddler of muffins,[],peddler,,N
mufti,mufti.n.01,noun.person,n,a jurist who interprets Muslim religious law,[],jurist,,
mug,chump.n.01,noun.person,n,a person who is gullible and easy to take advantage of,[],person,,N
muggee,muggee.n.01,noun.person,n,a victim of a mugging,['the law seems to give more protection to the mugger than to the muggee'],victim,,N
mugger,mugger.n.01,noun.person,n,a robber who takes property by threatening or performing violence on the person who is robbed (usually on the street),[],robber,,N
muggins,fool.n.01,noun.person,n,a person who lacks good judgment,[],person,,N
mugwump,mugwump.n.01,noun.person,n,someone who bolted from the Republican Party during the U.S. presidential election of 1884,[],someone,,PPN
mugwump,mugwump.n.02,noun.person,n,a neutral or uncommitted person (especially in politics),[],person,,N
muhammad,muhammad.n.01,noun.person,n,leader of Black Muslims who campaigned for independence for Black Americans (1897-1975),[],leader,,PPN
muhammad,mohammed.n.01,noun.person,n,"the Arab prophet who, according to Islam, was the last messenger of Allah (570-632)",[],prophet,,PPN
muhammad_ali,mohammed_ali.n.01,noun.person,n,Albanian soldier in the service of Turkey who was made viceroy of Egypt and took control away from the Ottoman Empire and established Egypt as a modern state (1769-1849),[],soldier,,PPN
muhammad_ali,ali.n.01,noun.person,n,United States prizefighter who won the world heavyweight championship three times (born in 1942),[],prizefighter,,PPN
muhammad_ali_jinnah,jinnah.n.01,noun.person,n,Indian statesman who was the founder of Pakistan as a Muslim state (1876-1948),[],statesman,,PPN
muhammedan,mohammedan.n.01,noun.person,n,a follower of Mohammed,[],follower,,N
muir,muir.n.01,noun.person,n,United States naturalist (born in England) who advocated the creation of national parks (1838-1914),[],naturalist,,PPN
mujahid,mujahid.n.01,noun.person,n,a Muslim engaged in what he considers to be a jihad,[],engaged,,
mujik,muzhik.n.01,noun.person,n,a Russian peasant (especially prior to 1917),[],peasant,,PPN
mujtihad,mujtihad.n.01,noun.person,n,"an Islamic scholar who engages in ijtihad, the effort to derive rules of divine law from Muslim sacred texts",[],scholar,,N
mulatto,mulatto.n.01,noun.person,n,an offspring of a black and a white parent,[],offspring,,N
mule_driver,muleteer.n.01,noun.person,n,a worker who drives mules,[],worker,,N
mule_skinner,muleteer.n.01,noun.person,n,a worker who drives mules,[],worker,,N
muleteer,muleteer.n.01,noun.person,n,a worker who drives mules,[],worker,,N
mulla,mullah.n.01,noun.person,n,a Muslim trained in the doctrine and law of Islam; the head of a mosque,[],trained,,
mullah,mullah.n.01,noun.person,n,a Muslim trained in the doctrine and law of Islam; the head of a mosque,[],trained,,
mullah_mohammed_omar,mullah_omar.n.01,noun.person,n,reclusive Afghanistani politician and leader of the Taliban who imposed a strict interpretation of shariah law on Afghanistan (born in 1960),[],politician,,PPN
mullah_omar,mullah_omar.n.01,noun.person,n,reclusive Afghanistani politician and leader of the Taliban who imposed a strict interpretation of shariah law on Afghanistan (born in 1960),[],politician,,PPN
muller,muller.n.01,noun.person,n,Swiss chemist who synthesized DDT and discovered its use as an insecticide (1899-1965),[],chemist,,PPN
muller,muller.n.02,noun.person,n,Swiss physicist who studied superconductivity (born in 1927),[],physicist,,PPN
muller,muller.n.03,noun.person,n,German physiologist and anatomist (1801-1858),[],physiologist,,PPN
muller,muller.n.04,noun.person,n,German mathematician and astronomer (1436-1476),[],mathematician,,PPN
muller,muller.n.05,noun.person,n,British philologist (born in Germany) who specialized in Sanskrit (1823-1900),[],philologist,,PPN
muller,muller.n.06,noun.person,n,United States geneticist who studied the effects of X-rays on genes (1890-1967),[],geneticist,,PPN
muller,muser.n.01,noun.person,n,a reflective thinker characterized by quiet contemplation,[],characterized,,
multi-billionaire,multi-billionaire.n.01,noun.person,n,a very rich person whose material wealth is valued at many billions of dollars,[],person,,N
mumbler,mutterer.n.01,noun.person,n,a person who speaks softly and indistinctly,[],person,,N
mummer,mime.n.01,noun.person,n,an actor who communicates entirely by gesture and facial expression,[],actor,,N
mummy,ma.n.01,noun.person,n,informal terms for a mother,[],terms,,
munch,munch.n.01,noun.person,n,Norwegian painter (1863-1944),[],painter,,PPN
munchausen,munchhausen.n.01,noun.person,n,German raconteur who told preposterous stories about his adventures as a soldier and hunter; his name is now associated with any telling of exaggerated stories or winning lies (1720-1797),[],raconteur,,PPN
muncher,muncher.n.01,noun.person,n,a chewer who makes a munching noise,[],chewer,,N
munchhausen,munchhausen.n.01,noun.person,n,German raconteur who told preposterous stories about his adventures as a soldier and hunter; his name is now associated with any telling of exaggerated stories or winning lies (1720-1797),[],raconteur,,PPN
mungo_park,park.n.04,noun.person,n,Scottish explorer in Africa (1771-1806),[],explorer,,PPN
munro,munro.n.01,noun.person,n,British writer of short stories (1870-1916),[],writer,,PPN
muralist,muralist.n.01,noun.person,n,a painter of murals,[],painter,,N
murder_suspect,murder_suspect.n.01,noun.person,n,someone suspected of committing murder,[],someone,,N
murderee,murderee.n.01,noun.person,n,a victim who is murdered,[],victim,,N
murderer,murderer.n.01,noun.person,n,a criminal who commits homicide (who performs the unlawful premeditated killing of another human being),[],criminal,,N
murderess,murderess.n.01,noun.person,n,a woman murderer,[],murderer,woman,F
murdoch,murdoch.n.01,noun.person,n,United States publisher (born in Australia in 1931),[],publisher,,PPN
murdoch,murdoch.n.02,noun.person,n,British writer (born in Ireland) known primarily for her novels (1919-1999),[],known,,PPN
muriel_sarah_spark,spark.n.05,noun.person,n,Scottish writer of satirical novels (born in 1918),[],writer,,PPN
muriel_spark,spark.n.05,noun.person,n,Scottish writer of satirical novels (born in 1918),[],writer,,PPN
murillo,murillo.n.01,noun.person,n,Spanish painter (1617-1682),[],painter,,PPN
murmurer,mutterer.n.01,noun.person,n,a person who speaks softly and indistinctly,[],person,,N
murray,murray.n.01,noun.person,n,British classical scholar (born in Australia) who advocated the League of Nations and the United Nations (1866-1957),[],scholar,,PPN
murray,murray.n.02,noun.person,n,Scottish philologist and the lexicographer who shaped the Oxford English Dictionary (1837-1915),[],philologist,,PPN
murray_gell-mann,gell-mann.n.01,noun.person,n,United States physicist noted for his studies of subatomic particles (born in 1929),[],noted,,PPN
murrow,murrow.n.01,noun.person,n,United States broadcast journalist remembered for his reports from London during World War II (1908-1965),[],remembered,,PPN
muscle,muscleman.n.01,noun.person,n,a bully employed as a thug or bodyguard,['the drug lord had his muscleman to protect him'],employed,,
muscle-builder,bodybuilder.n.01,noun.person,n,someone who does special exercises to develop a brawny musculature,[],someone,,N
muscle_builder,bodybuilder.n.01,noun.person,n,someone who does special exercises to develop a brawny musculature,[],someone,,N
musclebuilder,bodybuilder.n.01,noun.person,n,someone who does special exercises to develop a brawny musculature,[],someone,,N
muscleman,muscleman.n.01,noun.person,n,a bully employed as a thug or bodyguard,['the drug lord had his muscleman to protect him'],employed,,
muscleman,bodybuilder.n.01,noun.person,n,someone who does special exercises to develop a brawny musculature,[],someone,,N
muse,muse.n.01,noun.person,n,in ancient Greek mythology any of 9 daughters of Zeus and Mnemosyne; protector of an art or science,[],mythology,,
muser,muser.n.01,noun.person,n,a reflective thinker characterized by quiet contemplation,[],characterized,,
musher,musher.n.01,noun.person,n,a traveler who drives (or travels with) a dog team,[],traveler,,N
musial,musial.n.01,noun.person,n,United States baseball player (born in 1920),[],player,,PPN
music_critic,music_critic.n.01,noun.person,n,a critic of musical performances,[],critic,,N
music_director,conductor.n.01,noun.person,n,the person who leads a musical group,[],person,,N
music_lover,concert-goer.n.01,noun.person,n,someone who attends concerts,[],someone,,N
music_teacher,music_teacher.n.01,noun.person,n,someone who teaches music,[],someone,,N
musician,musician.n.01,noun.person,n,someone who plays a musical instrument (as a profession),[],someone,,N
musician,musician.n.02,noun.person,n,artist who composes or conducts music as a profession,[],artist,,N
musicologist,musicologist.n.01,noun.person,n,a student of musicology,[],student,,N
musketeer,musketeer.n.01,noun.person,n,a foot soldier armed with a musket,[],armed,,
muskhogean,muskhogean.n.01,noun.person,n,a member of any of the peoples formerly living in southeastern United States and speaking Muskhogean languages,[],member,,N
muskogean,muskhogean.n.01,noun.person,n,a member of any of the peoples formerly living in southeastern United States and speaking Muskhogean languages,[],member,,N
muskogee,muskogee.n.01,noun.person,n,a member of the Muskhogean people formerly living in Georgia and eastern Alabama and constituting the core of the Creek Confederacy,[],member,,N
muslimah,muslimah.n.01,noun.person,n,a Muslim woman,[],woman,,F
musset,musset.n.01,noun.person,n,French poet and writer (1810-1857),[],poet,,PPN
mussolini,mussolini.n.01,noun.person,n,Italian fascist dictator (1883-1945),[],dictator,,PPN
mussorgsky,mussorgsky.n.01,noun.person,n,Russian composer of operas and orchestral works (1839-1881),[],composer,,PPN
mustafa_kemal,ataturk.n.01,noun.person,n,Turkish statesman who abolished the caliphate and founded Turkey as a modern secular state (1881-1938),[],statesman,,PPN
mutation,mutant.n.01,noun.person,n,(biology) an organism that has characteristics resulting from chromosomal alteration,[],biology,,
mutilator,mutilator.n.01,noun.person,n,a person who mutilates or destroys or disfigures or cripples,[],person,,N
mutineer,mutineer.n.01,noun.person,n,someone who is openly rebellious and refuses to obey authorities (especially seamen or soldiers),[],someone,,N
mutsuhito,meiji_tenno.n.01,noun.person,n,emperor of Japan who encouraged the modernization of Japan (1852-1912),[],emperor,,PPN
mutterer,mutterer.n.01,noun.person,n,a person who speaks softly and indistinctly,[],person,,N
muttonhead,dunce.n.01,noun.person,n,a stupid person; these words are used to express a low opinion of someone's intelligence,[],person,,N
muybridge,muybridge.n.01,noun.person,n,United States motion-picture pioneer remembered for his pictures of running horses taken with a series of still cameras (born in England) (1830-1904),[],remembered,,PPN
muzhik,muzhik.n.01,noun.person,n,a Russian peasant (especially prior to 1917),[],peasant,,PPN
muzjik,muzhik.n.01,noun.person,n,a Russian peasant (especially prior to 1917),[],peasant,,PPN
muzzler,muzzler.n.01,noun.person,n,someone who muzzles animals,[],someone,,N
mvp,most_valuable_player.n.01,noun.person,n,the player judged to be the most important to the sport,[],player,,N
mycenaen,mycenaen.n.01,noun.person,n,a native or inhabitant of ancient Mycenae,[],a,,
mycologist,mycologist.n.01,noun.person,n,a botanist who specializes in the study of fungi,[],botanist,,
mycophage,mycophagist.n.01,noun.person,n,a person or animal who eats fungi (especially mushrooms),[],person,,N
mycophagist,mycophagist.n.01,noun.person,n,a person or animal who eats fungi (especially mushrooms),[],person,,N
myles_standish,standish.n.01,noun.person,n,English colonist in America; leader of the Pilgrims in the early days of the Plymouth Colony (1584-1656),[],colonist,,PPN
mylitta,ishtar.n.01,noun.person,n,Babylonian and Assyrian goddess of love and fertility and war; counterpart to the Phoenician Astarte,[],goddess,,F
myope,myope.n.01,noun.person,n,a person with myopia; a nearsighted person,[],person,,N
myrdal,myrdal.n.01,noun.person,n,Swedish economist (1898-1987),[],economist,,PPN
myrmidon,myrmidon.n.01,noun.person,n,a follower who carries out orders without question,[],follower,,N
myrmidon,myrmidon.n.02,noun.person,n,(Greek mythology) a member of the warriors who followed Achilles on the expedition against Troy,[],mythology,,PPN
mystic_jewel,ling-pao.n.01,noun.person,n,a member of the Taoist Trinity,[],member,,N
mythical_being,mythical_being.n.01,noun.person,n,an imaginary being of myth or fable,[],being,,
mythical_creature,mythical_monster.n.01,noun.person,n,a monster renowned in folklore and myth,[],monster,,
mythical_monster,mythical_monster.n.01,noun.person,n,a monster renowned in folklore and myth,[],monster,,
mythologist,mythologist.n.01,noun.person,n,an expert on mythology,[],expert,,N
nabob,nawab.n.01,noun.person,n,a governor in India during the Mogul empire,[],governor,,N
nabob,nabob.n.02,noun.person,n,a wealthy man (especially one who made his fortune in the Orient),[],man,,M
nabokov,nabokov.n.01,noun.person,n,United States writer (born in Russia) (1899-1977),[],writer,,PPN
nabu,nabu.n.01,noun.person,n,Babylonian god of wisdom and agriculture and patron of scribes and schools,[],god,,
nadine_gordimer,gordimer.n.01,noun.person,n,South African novelist and short-story writer whose work describes the effects of apartheid (born in 1923),[],novelist,,PPN
nag,scold.n.01,noun.person,n,someone (especially a woman) who annoys people by constantly finding fault,[],someone,,N
nagger,scold.n.01,noun.person,n,someone (especially a woman) who annoys people by constantly finding fault,[],someone,,N
nahuatl,nahuatl.n.01,noun.person,n,a member of any of various Indian peoples of central Mexico,[],member,,N
nahum,nahum.n.01,noun.person,n,a Hebrew minor prophet of the 7th century BC,[],prophet,,N
naiad,naiad.n.02,noun.person,n,(Greek mythology) a nymph of lakes and springs and rivers and fountains,[],mythology,,PPN
nailer,nailer.n.01,noun.person,n,a worker who attaches something by nailing it,[],worker,,N
naismith,naismith.n.01,noun.person,n,United States educator (born in Canada) who invented the game of basketball (1861-1939),[],educator,,PPN
name,name.n.04,noun.person,n,a well-known or notable person,"['they studied all the great names in the history of France', 'she is an important figure in modern music']",person,,N
name_dropper,name_dropper.n.01,noun.person,n,someone who pretends that famous people are his/her friends,[],someone,,N
namer,namer.n.01,noun.person,n,a person who gives a name or names,['the owner is usually the namer of a boat'],person,,N
names,name.n.04,noun.person,n,a well-known or notable person,"['they studied all the great names in the history of France', 'she is an important figure in modern music']",person,,N
namesake,namesake.n.01,noun.person,n,a person with the same name as another,[],person,,N
nammu,nammu.n.01,noun.person,n,goddess personifying the primeval sea; mother of the gods and of heaven and earth,[],goddess,,F
namtar,namtar.n.01,noun.person,n,a demon personifying death; messenger of the underworld goddess Ereshkigal bringing death to mankind,[],demon,,
namtaru,namtar.n.01,noun.person,n,a demon personifying death; messenger of the underworld goddess Ereshkigal bringing death to mankind,[],demon,,
,nan.n.01,noun.person,n,your grandmother,[],grandmother,,F
,grandma.n.01,noun.person,n,the mother of your father or mother,[],mother,,F
nanak,nanak.n.01,noun.person,n,Indian religious leader who founded Sikhism in dissent from the caste system of Hinduism; he taught that all men had a right to search for knowledge of God and that spiritual liberation could be attained by meditating on the name of God (1469-1538),[],leader,,PPN
nance,fagot.n.01,noun.person,n,offensive term for an openly homosexual man,[],term,,
nancy_freeman_mitford,mitford.n.02,noun.person,n,English writer of comic novels (1904-1973),[],writer,,PPN
nancy_mitford,mitford.n.02,noun.person,n,English writer of comic novels (1904-1973),[],writer,,PPN
nancy_witcher_astor,astor.n.01,noun.person,n,British politician (born in the United States) who was the first woman to sit in the British House of Commons (1879-1964),[],politician,,PPN
nanna,grandma.n.01,noun.person,n,the mother of your father or mother,[],mother,,F
nanna,nanna.n.02,noun.person,n,(Norse mythology) wife of Balder,[],mythology,,PPN
nanna,nanna.n.03,noun.person,n,god of the Moon; counterpart of the Akkadian Sin,[],god,,
nanny,nanny.n.01,noun.person,n,a woman who is the custodian of children,[],,,F
nansen,nansen.n.01,noun.person,n,Norwegian explorer of the Arctic and director of the League of Nations relief program for refugees of World War I (1861-1930),[],explorer,,PPN
nanticoke,nanticoke.n.01,noun.person,n,a member of the Algonquian people formerly of Maryland and eastern Delaware,[],member,,N
nanus,dwarf.n.01,noun.person,n,a person who is markedly small,[],person,,N
naomi,naomi.n.01,noun.person,n,the mother-in-law of Ruth whose story is told in the Book of Ruth in the Old Testament,[],the,,
napier,napier.n.01,noun.person,n,Scottish mathematician who invented logarithms; introduced the use of the decimal point in writing numbers (1550-1617),[],introduced,,PPN
napoleon,napoleon.n.01,noun.person,n,French general who became emperor of the French (1769-1821),[],general,,PPN
napoleon_bonaparte,napoleon.n.01,noun.person,n,French general who became emperor of the French (1769-1821),[],general,,PPN
napoleon_i,napoleon.n.01,noun.person,n,French general who became emperor of the French (1769-1821),[],general,,PPN
napoleon_iii,napoleon_iii.n.01,noun.person,n,nephew of Napoleon I and emperor of the French from 1852 to 1871 (1808-1873),[],nephew,,PPN
naprapath,naprapath.n.01,noun.person,n,a therapist who practices naprapathy,[],therapist,,N
narc,narc.n.01,noun.person,n,a lawman concerned with narcotics violations,[],concerned,,
narcissist,narcissist.n.01,noun.person,n,someone in love with themselves,[],someone,,N
narcissus,narcissus.n.02,noun.person,n,(Greek mythology) a beautiful young man who fell in love with his own reflection,[],mythology,,PPN
narcist,narcissist.n.01,noun.person,n,someone in love with themselves,[],someone,,N
narcotics_agent,narc.n.01,noun.person,n,a lawman concerned with narcotics violations,[],concerned,,
nark,nark.n.01,noun.person,n,an informer or spy working for the police,[],informer,,N
nark,narc.n.01,noun.person,n,a lawman concerned with narcotics violations,[],concerned,,
narrator,narrator.n.01,noun.person,n,someone who tells a story,[],someone,,N
nash,nash.n.01,noun.person,n,United States writer noted for his droll epigrams (1902-1971),[],noted,,PPN
nasser,nasser.n.01,noun.person,n,Egyptian statesman who nationalized the Suez Canal (1918-1970),[],statesman,,PPN
nast,nast.n.01,noun.person,n,United States political cartoonist (1840-1902),[],cartoonist,,PPN
nat_turner,turner.n.01,noun.person,n,United States slave and insurrectionist who in 1831 led a rebellion of slaves in Virginia; he was captured and executed (1800-1831),[],slave,,PPN
natalie_wood,wood.n.03,noun.person,n,United States film actress (1938-1981),[],actress,,PPN
natator,swimmer.n.02,noun.person,n,a person who travels through the water by swimming,['he is not a good swimmer'],person,,N
nathan_bailey,bailey.n.02,noun.person,n,English lexicographer who was the first to treat etymology consistently; his work was used as a reference by Samuel Johnson (died in 1742),[],lexicographer,,PPN
nathan_birnbaum,burns.n.01,noun.person,n,United States comedian and film actor (1896-1996),[],comedian,,PPN
nathan_hale,hale.n.01,noun.person,n,a soldier of the American Revolution who was hanged as a spy by the British; his last words were supposed to have been `I only regret that I have but one life to give for my country' (1755-1776),[],soldier,,PPN
nathaniel_bailey,bailey.n.02,noun.person,n,English lexicographer who was the first to treat etymology consistently; his work was used as a reference by Samuel Johnson (died in 1742),[],lexicographer,,PPN
nathaniel_bowditch,bowditch.n.01,noun.person,n,United States mathematician and astronomer noted for his works on navigation (1773-1838),[],noted,,PPN
nathaniel_currier,currier.n.01,noun.person,n,United States lithographer who (with his partner James Ives) produced thousands of prints signed `Currier & Ives' (1813-1888),[],signed,,PPN
nathaniel_hawthorne,hawthorne.n.01,noun.person,n,United States writer of novels and short stories mostly on moral themes (1804-1864),[],writer,,PPN
nation,nation.n.03,noun.person,n,United States prohibitionist who raided saloons and destroyed bottles of liquor with a hatchet (1846-1911),[],prohibitionist,,PPN
national_leader,statesman.n.01,noun.person,n,a man who is a respected leader in national or international affairs,[],man,,M
nationalist_leader,nationalist_leader.n.01,noun.person,n,the leader of a nationalist movement,[],leader,,N
native_alaskan,alaska_native.n.01,noun.person,n,a member or descendant of any of the aboriginal peoples of Alaska,[],member,,N
native_australian,aborigine.n.02,noun.person,n,a dark-skinned member of a race of people living in Australia when Europeans arrived,[],member,,N
native_hawaiian,native_hawaiian.n.01,noun.person,n,a member or descendant of the indigenous Polynesian people who lived in the Hawaiian Islands,[],member,,N
native_speaker,native_speaker.n.01,noun.person,n,a speaker of a particular language who has spoken that language since earliest childhood,['native speakers of French'],speaker,,N
natta,natta.n.01,noun.person,n,Italian chemist noted for work on polymers (1903-1979),[],noted,,PPN
natural_scientist,naturalist.n.02,noun.person,n,a biologist knowledgeable about natural history (especially botany and zoology),[],biologist,,
naturalist,naturalist.n.01,noun.person,n,an advocate of the doctrine that the world can be understood in scientific terms,[],advocate,,N
naturalist,naturalist.n.02,noun.person,n,a biologist knowledgeable about natural history (especially botany and zoology),[],biologist,,
nature,nature.n.02,noun.person,n,a causal agent creating and controlling things in the universe,"['the laws of nature', 'nature has seen to it that men are stronger than women']",agent,,
naturist,nudist.n.01,noun.person,n,a person who practices nudity for reasons of health or religion,[],person,,N
naturopath,naturopath.n.01,noun.person,n,a therapist who practices naturopathy,[],therapist,,N
nautch_girl,nautch_girl.n.01,noun.person,n,a professional dancing girl in India,[],girl,,F
navaho,navaho.n.01,noun.person,n,a member of an Athapaskan people that migrated to Arizona and New Mexico and Utah,[],member,,N
navajo,navaho.n.01,noun.person,n,a member of an Athapaskan people that migrated to Arizona and New Mexico and Utah,[],member,,N
naval_attache,naval_attache.n.01,noun.person,n,a military attache who is a commissioned or warrant officer in a navy,[],attache,,N
naval_commander,naval_commander.n.01,noun.person,n,naval officer in command of a fleet of warships,[],officer,,N
naval_engineer,marine_engineer.n.01,noun.person,n,a naval officer responsible for the operation and maintenance of the ship's engines,[],officer,,N
naval_officer,naval_officer.n.01,noun.person,n,an officer in the navy,[],officer,,N
navigator,sailing_master.n.01,noun.person,n,the ship's officer in charge of navigation,[],officer,,N
navigator,navigator.n.02,noun.person,n,the member of an aircrew who is responsible for the aircraft's course,[],member,,N
navigator,navigator.n.03,noun.person,n,"in earlier times, a person who explored by ship",[],times,,
navratilova,navratilova.n.01,noun.person,n,United States tennis player (born in Czechoslovakia) who won nine Wimbledon women's singles championships (born in 1956),[],player,,PPN
navvy,drudge.n.02,noun.person,n,a laborer who is obliged to do menial work,[],laborer,,N
navy_man,bluejacket.n.01,noun.person,n,a serviceman in the navy,[],serviceman,,N
navy_seal,navy_seal.n.01,noun.person,n,a member of a Naval Special Warfare unit who is trained for unconventional warfare,['SEAL is an acronym for Sea Air and Land'],member,,N
nawab,nawab.n.01,noun.person,n,a governor in India during the Mogul empire,[],governor,,N
naysayer,naysayer.n.01,noun.person,n,someone with an aggressively negative attitude,[],someone,,N
nazimova,nazimova.n.01,noun.person,n,United States actress (born in Russia) (1879-1945),[],actress,,PPN
ne'er-do-well,goldbrick.n.02,noun.person,n,an idle worthless person,[],person,,N
nebbech,nebbish.n.01,noun.person,n,(Yiddish) a timid unfortunate simpleton,[],Yiddish,,
nebbish,nebbish.n.01,noun.person,n,(Yiddish) a timid unfortunate simpleton,[],Yiddish,,
nebo,nabu.n.01,noun.person,n,Babylonian god of wisdom and agriculture and patron of scribes and schools,[],god,,
nebraskan,nebraskan.n.01,noun.person,n,a native or resident of Nebraska,[],a,,
nebuchadnezzar,nebuchadnezzar.n.01,noun.person,n,(Old Testament) king of Chaldea who captured and destroyed Jerusalem and exiled the Israelites to Babylonia (630?-562 BC),[],Testament,,PPN
nebuchadnezzar_ii,nebuchadnezzar.n.01,noun.person,n,(Old Testament) king of Chaldea who captured and destroyed Jerusalem and exiled the Israelites to Babylonia (630?-562 BC),[],Testament,,PPN
nebuchadrezzar,nebuchadnezzar.n.01,noun.person,n,(Old Testament) king of Chaldea who captured and destroyed Jerusalem and exiled the Israelites to Babylonia (630?-562 BC),[],Testament,,PPN
nebuchadrezzar_ii,nebuchadnezzar.n.01,noun.person,n,(Old Testament) king of Chaldea who captured and destroyed Jerusalem and exiled the Israelites to Babylonia (630?-562 BC),[],Testament,,PPN
necessitarian,necessitarian.n.01,noun.person,n,someone who does not believe the doctrine of free will,[],someone,,N
necker,necker.n.01,noun.person,n,a lover who necks,[],lover,,N
necromancer,sorcerer.n.01,noun.person,n,one who practices magic or sorcery,[],one,,N
necromancer,necromancer.n.02,noun.person,n,one who practices divination by conjuring up the dead,[],one,,N
needer,wanter.n.01,noun.person,n,a person who wants or needs something,['an owner of many things and needer of none'],person,,N
needlewoman,dressmaker.n.01,noun.person,n,someone who makes or mends dresses,[],someone,,F
needleworker,needleworker.n.01,noun.person,n,someone who does work (as sewing or embroidery) with a needle,[],someone,,N
neel,neel.n.01,noun.person,n,French physicist noted for research on magnetism (born in 1904),[],noted,,PPN
nefertiti,nefertiti.n.01,noun.person,n,queen of Egypt and wife of Akhenaton (14th century BC),[],queen,,F
neftali_ricardo_reyes,neruda.n.01,noun.person,n,Chilean poet (1904-1973),[],poet,,PPN
negativist,negativist.n.01,noun.person,n,someone who refuses to do what is asked or does the opposite of what is asked,[],asked,,
negativist,defeatist.n.01,noun.person,n,someone who is resigned to defeat without offering positive suggestions,[],someone,,N
neglecter,neglecter.n.01,noun.person,n,a person who is neglectful and gives little attention or respect to people or responsibilities,['he tried vainly to impress his neglecters'],person,,N
negotiant,negotiator.n.01,noun.person,n,someone who negotiates (confers with others in order to reach a settlement),[],someone,,N
negotiator,negotiator.n.01,noun.person,n,someone who negotiates (confers with others in order to reach a settlement),[],someone,,N
negotiatress,negotiatress.n.01,noun.person,n,a woman negotiator,[],negotiator,woman,F
negotiatrix,negotiatress.n.01,noun.person,n,a woman negotiator,[],negotiator,woman,F
negress,negress.n.01,noun.person,n,a Black woman or girl,[],woman,,F
negro_race,black_race.n.01,noun.person,n,a dark-skinned race,[],race,,
negroid_race,black_race.n.01,noun.person,n,a dark-skinned race,[],race,,
nehru,nehru.n.01,noun.person,n,Indian statesman and leader with Gandhi in the struggle for home rule; was the first prime minister of the Republic of India from 1947 to 1964 (1889-1964),[],statesman,,PPN
neighbor,neighbor.n.01,noun.person,n,a person who lives (or is located) near another,[],person,,N
neighbour,neighbor.n.01,noun.person,n,a person who lives (or is located) near another,[],person,,N
neil_armstrong,armstrong.n.01,noun.person,n,"United States astronaut; the first man to set foot on the Moon (July 20, 1969) (1930-)",[],astronaut,,PPN
neil_simon,simon.n.03,noun.person,n,United States playwright noted for light comedies (born in 1927),[],noted,,PPN
nell_gwynn,gwynn.n.01,noun.person,n,English comedienne and mistress of Charles II (1650-1687),[],comedienne,,PPN
nell_gwynne,gwynn.n.01,noun.person,n,English comedienne and mistress of Charles II (1650-1687),[],comedienne,,PPN
nell_gywn,gwynn.n.01,noun.person,n,English comedienne and mistress of Charles II (1650-1687),[],comedienne,,PPN
nellie_bly,seaman.n.02,noun.person,n,muckraking United States journalist who exposed bad conditions in mental institutions (1867-1922),[],journalist,,PPN
nellie_ross,ross.n.04,noun.person,n,a politician in Wyoming who was the first woman governor in the United States (1876-1977),[],politician,,PPN
nellie_tayloe_ross,ross.n.04,noun.person,n,a politician in Wyoming who was the first woman governor in the United States (1876-1977),[],politician,,PPN
nelson,nelson.n.01,noun.person,n,English admiral who defeated the French fleets of Napoleon but was mortally wounded at Trafalgar (1758-1805),[],admiral,,PPN
nelson_algren,algren.n.01,noun.person,n,United States writer (1909-1981),[],writer,,PPN
nelson_mandela,mandela.n.01,noun.person,n,South African statesman who was released from prison to become the nation's first democratically elected president in 1994 (born in 1918),[],statesman,,PPN
nelson_rolihlahla_mandela,mandela.n.01,noun.person,n,South African statesman who was released from prison to become the nation's first democratically elected president in 1994 (born in 1918),[],statesman,,PPN
nemean_lion,nemean_lion.n.01,noun.person,n,(Greek mythology) an enormous lion strangled by Hercules as the first of his 12 labors,[],mythology,,PPN
nemesis,nemesis.n.01,noun.person,n,(Greek mythology) the goddess of divine retribution and vengeance,[],mythology,,PPN
neocon,neoconservative.n.01,noun.person,n,a conservative who subscribes to neoconservatism,[],conservative,,N
neoconservative,neoconservative.n.01,noun.person,n,a conservative who subscribes to neoconservatism,[],conservative,,N
neologist,neologist.n.01,noun.person,n,a lexicographer of new words and expressions,[],lexicographer,,N
neonate,neonate.n.01,noun.person,n,a baby from birth to four weeks,[],baby,,
neophyte,newcomer.n.01,noun.person,n,any new participant in some activity,[],participant,,N
neophyte,catechumen.n.01,noun.person,n,a new convert being taught the principles of Christianity by a catechist,[],convert,,N
neoplatonist,neoplatonist.n.01,noun.person,n,an adherent of Neoplatonism,[],adherent,,N
neopolitan,neopolitan.n.01,noun.person,n,a resident of Naples,[],resident,,N
nephew,nephew.n.01,noun.person,n,a son of your brother or sister,[],,,M
